ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
10594,37,89883221.1190925,L,Pelajar,S1,1,9,Sakit Ringan,Sedang
10595,68,102342447.49403831,L,Pegawai Negeri,D3,2,4,Sakit Berat,Tinggi
10596,31,198117516.28161478,L,Pekerja Swasta,S2,5,10,Sehat,Rendah
10597,56,154940330.37895223,P,Wiraswasta,S1,6,13,Sehat,Rendah
10598,54,97500703.516399,P,Pegawai Negeri,S2,6,5,Sakit Ringan,Sedang
10599,67,102313351.99181367,L,Pelajar,S3,1,10,Sehat,Rendah
10600,51,109933761.39495361,L,Pekerja Swasta,D3,1,10,Sakit Berat,Rendah
10601,28,138676554.9881863,P,Pelajar,D3,2,2,Sehat,Rendah
10602,57,103872482.15879266,L,Wiraswasta,SMA,3,12,Sakit Berat,Sedang
10603,50,143512241.3190638,L,Pelajar,S2,1,17,Sakit Ringan,Sedang
10604,48,79253805.19661261,P,Pelajar,D3,3,17,Sakit Ringan,Tinggi
10605,61,93915133.76380232,L,Pelajar,S3,6,5,Sakit Ringan,Rendah
10606,51,175529562.4466925,P,Pekerja Swasta,SMA,2,12,Sehat,Tinggi
10607,67,79203017.84627768,L,Pelajar,D3,5,5,Sehat,Rendah
10608,24,193598611.9715003,P,Pelajar,S3,1,11,Sehat,Tinggi
10609,66,51050890.457280725,P,Pekerja Swasta,S2,6,6,Sehat,Rendah
10610,40,63502366.82729108,L,Pekerja Swasta,S3,3,13,Sakit Ringan,Sedang
10611,63,103462355.13588342,L,Pekerja Swasta,S3,3,8,Sakit Ringan,Rendah
10612,24,163533570.68996653,L,Wiraswasta,S3,6,2,Sakit Ringan,Sedang
10613,42,151683585.97310007,P,Pekerja Swasta,S1,6,14,Sakit Berat,Sedang
10614,20,51403883.17059015,L,Wiraswasta,D3,4,6,Sakit Berat,Sedang
10615,55,62603304.674210645,P,Pekerja Swasta,S3,3,6,Sakit Berat,Rendah
10616,37,123547338.02915075,L,Pekerja Swasta,SMA,6,20,Sehat,Tinggi
10617,51,73129654.15376654,P,Pegawai Negeri,S1,6,18,Sakit Berat,Tinggi
10618,66,96018558.40632862,L,Pegawai Negeri,S3,6,1,Sakit Ringan,Sedang
10619,61,107586951.5876652,P,Pegawai Negeri,S3,3,19,Sehat,Tinggi
10620,61,126964280.96307284,P,Pegawai Negeri,D3,2,13,Sehat,Rendah
10621,47,65189238.39906777,P,Pekerja Swasta,S1,3,4,Sakit Berat,Tinggi
10622,34,49365225.839892715,P,Pekerja Swasta,S3,4,0,Sehat,Sedang
10623,27,91741409.80292477,P,Wiraswasta,S3,5,11,Sehat,Rendah
10624,52,34764720.47400801,P,Pekerja Swasta,S2,4,11,Sakit Berat,Tinggi
10625,37,114817730.7963642,L,Wiraswasta,SMA,6,18,Sakit Ringan,Tinggi
10626,35,171128928.66229537,P,Pelajar,SMA,5,20,Sakit Ringan,Rendah
10627,62,41415618.69788934,L,Pelajar,D3,1,1,Sakit Ringan,Tinggi
10628,61,40291495.78331522,L,Pekerja Swasta,S1,5,12,Sakit Berat,Rendah
10629,44,34439203.796123385,L,Pelajar,S3,5,11,Sehat,Sedang
10630,66,172615032.15714237,L,Pekerja Swasta,S1,6,6,Sakit Berat,Rendah
10631,53,34526881.08706935,L,Wiraswasta,D3,6,20,Sehat,Tinggi
10632,40,197023166.36919248,L,Pegawai Negeri,S2,4,1,Sakit Ringan,Tinggi
10633,49,84499632.92830123,L,Pelajar,D3,2,7,Sakit Ringan,Sedang
10634,27,79177188.64564583,P,Pekerja Swasta,SMA,2,18,Sakit Berat,Tinggi
10635,28,36493715.377468854,L,Pegawai Negeri,S2,5,18,Sakit Ringan,Tinggi
10636,55,125415418.27491502,L,Wiraswasta,S3,4,17,Sakit Berat,Tinggi
10637,23,125458798.2235025,P,Pekerja Swasta,D3,2,1,Sakit Ringan,Tinggi
10638,58,108885048.9122257,P,Pelajar,S1,2,1,Sakit Ringan,Tinggi
10639,64,75983626.49885908,L,Wiraswasta,S1,4,12,Sakit Ringan,Rendah
10640,51,86344560.21177584,P,Pekerja Swasta,SMA,5,5,Sakit Berat,Sedang
10641,53,77690610.86127284,L,Pelajar,SMA,6,7,Sakit Ringan,Tinggi
10642,54,96706353.49049033,P,Wiraswasta,SMA,1,18,Sakit Berat,Tinggi
10643,34,81521858.98662066,L,Wiraswasta,SMA,4,5,Sakit Berat,Rendah
10644,57,141593117.575745,P,Pegawai Negeri,S3,6,18,Sehat,Rendah
10645,57,73241565.02250856,L,Pegawai Negeri,S2,4,8,Sakit Ringan,Tinggi
10646,29,83150881.66900174,P,Pegawai Negeri,SMA,4,14,Sehat,Sedang
10647,38,98382779.26204666,L,Pekerja Swasta,D3,5,16,Sehat,Rendah
10648,57,20713130.168762043,P,Wiraswasta,S3,5,7,Sakit Berat,Sedang
10649,36,108574863.35976055,P,Pegawai Negeri,S2,6,8,Sakit Ringan,Tinggi
10650,20,66047564.574728236,P,Pelajar,S3,4,4,Sehat,Tinggi
10651,35,30107081.724413224,P,Pekerja Swasta,S1,2,5,Sakit Ringan,Tinggi
10652,70,183983833.77766308,P,Pegawai Negeri,S3,1,20,Sakit Ringan,Tinggi
10653,68,78035372.09964776,L,Pekerja Swasta,S3,6,20,Sakit Berat,Rendah
10654,36,96695347.46108676,L,Wiraswasta,S1,3,10,Sakit Berat,Tinggi
10655,64,168921768.50088352,L,Pelajar,S1,4,6,Sehat,Tinggi
10656,23,50022014.73566956,P,Wiraswasta,S1,4,19,Sehat,Tinggi
10657,33,173055585.72464138,P,Pelajar,S3,5,14,Sakit Berat,Rendah
10658,25,63494830.65392799,P,Wiraswasta,S1,5,12,Sehat,Tinggi
10659,65,126026820.4907571,L,Pekerja Swasta,SMA,3,14,Sehat,Tinggi
10660,35,143422108.4299121,L,Wiraswasta,D3,6,13,Sakit Ringan,Sedang
10661,69,182902510.25619957,L,Pelajar,D3,5,5,Sehat,Rendah
10662,65,129374839.04314375,P,Pekerja Swasta,S1,5,3,Sehat,Sedang
10663,60,101581724.22500005,P,Pekerja Swasta,S2,6,17,Sehat,Sedang
10664,56,123008483.42151994,P,Pelajar,S3,2,17,Sakit Berat,Sedang
10665,66,56374843.2932367,L,Pelajar,D3,1,3,Sakit Ringan,Tinggi
10666,66,144033380.14697313,P,Pekerja Swasta,SMA,2,20,Sehat,Sedang
10667,29,53638528.16909994,P,Pelajar,S2,4,0,Sakit Berat,Rendah
10668,62,120304570.17408624,P,Wiraswasta,S2,2,2,Sakit Ringan,Rendah
10669,27,136568659.04488802,L,Wiraswasta,SMA,6,4,Sakit Berat,Sedang
10670,24,181744972.47339582,L,Wiraswasta,S3,3,19,Sakit Berat,Tinggi
10671,63,101034168.6759706,L,Pekerja Swasta,S3,2,5,Sakit Ringan,Rendah
10672,18,159559980.78605825,P,Wiraswasta,S1,5,3,Sakit Ringan,Tinggi
10673,66,50155487.89476977,P,Pekerja Swasta,SMA,3,4,Sakit Berat,Rendah
10674,53,48115366.172088504,L,Pelajar,SMA,3,11,Sakit Berat,Sedang
10675,38,114463642.46958743,P,Wiraswasta,SMA,4,6,Sehat,Rendah
10676,54,127341337.71981855,P,Pekerja Swasta,S1,4,12,Sakit Berat,Sedang
10677,69,133821387.33192347,P,Pegawai Negeri,D3,5,7,Sakit Ringan,Sedang
10678,41,154221327.5642801,L,Wiraswasta,S3,1,12,Sakit Ringan,Tinggi
10679,42,73087667.79701778,L,Wiraswasta,S1,3,11,Sakit Ringan,Rendah
10680,24,132069389.933442,L,Pekerja Swasta,S1,5,9,Sakit Ringan,Sedang
10681,59,53865041.74513808,P,Pekerja Swasta,S1,4,9,Sakit Berat,Sedang
10682,34,59419587.62982121,L,Pelajar,SMA,4,7,Sakit Berat,Rendah
10683,46,32115599.90729863,L,Pekerja Swasta,S1,1,13,Sakit Ringan,Tinggi
10684,47,154460105.50497144,L,Pelajar,D3,3,3,Sakit Ringan,Tinggi
10685,24,111258734.66940512,L,Pegawai Negeri,S2,3,19,Sakit Ringan,Tinggi
10686,50,62873427.00792116,L,Pelajar,S1,5,1,Sehat,Tinggi
10687,24,120122790.62605228,P,Wiraswasta,D3,1,8,Sakit Berat,Sedang
10688,41,83763235.75408176,P,Pekerja Swasta,SMA,2,5,Sakit Ringan,Sedang
10689,28,170697783.8520683,P,Pegawai Negeri,S2,5,18,Sakit Berat,Sedang
10690,26,115066618.54316552,P,Pegawai Negeri,S3,3,2,Sehat,Tinggi
10691,29,25365930.113688704,P,Pekerja Swasta,S3,5,12,Sakit Berat,Tinggi
10692,52,197317151.541153,P,Wiraswasta,SMA,5,10,Sehat,Sedang
10693,21,33373736.882468164,L,Pekerja Swasta,SMA,5,13,Sakit Berat,Sedang
10694,53,145272474.00201255,P,Pekerja Swasta,S3,5,16,Sehat,Sedang
10695,45,98706051.05646986,P,Pekerja Swasta,SMA,3,17,Sakit Berat,Rendah
10696,30,64877205.173617326,P,Pelajar,S3,1,4,Sehat,Sedang
10697,40,141762482.20332253,P,Pegawai Negeri,SMA,1,2,Sakit Ringan,Rendah
10698,36,42661523.66689766,P,Pegawai Negeri,S3,4,6,Sakit Ringan,Tinggi
10699,59,174484405.7221685,P,Wiraswasta,D3,6,5,Sakit Berat,Tinggi
10700,54,65110157.46436379,P,Pegawai Negeri,SMA,4,2,Sehat,Tinggi
10701,56,85061658.50911412,P,Pekerja Swasta,S3,2,19,Sakit Ringan,Rendah
10702,41,133875854.53475533,L,Pegawai Negeri,SMA,1,12,Sakit Berat,Tinggi
10703,33,20185276.801766,P,Wiraswasta,S3,5,10,Sehat,Rendah
10704,50,105094750.58999607,P,Pelajar,S3,6,20,Sehat,Sedang
10705,29,180964805.87030083,P,Pelajar,S2,4,1,Sehat,Rendah
10706,51,142474815.42925453,P,Pekerja Swasta,SMA,5,7,Sehat,Tinggi
10707,24,89822065.68895422,P,Pekerja Swasta,D3,2,11,Sakit Berat,Tinggi
10708,28,138876397.06598336,L,Pegawai Negeri,S1,1,11,Sehat,Tinggi
10709,48,188582496.48260114,L,Pegawai Negeri,S1,3,14,Sehat,Rendah
10710,46,53804957.030477,L,Wiraswasta,SMA,2,7,Sakit Ringan,Tinggi
10711,30,115725441.59096012,L,Pekerja Swasta,S3,3,11,Sehat,Sedang
10712,48,62252764.61835715,L,Wiraswasta,S3,1,9,Sehat,Tinggi
10713,19,173760435.0507268,P,Pelajar,D3,3,20,Sehat,Tinggi
10714,56,149789045.28828138,L,Pegawai Negeri,SMA,1,2,Sehat,Rendah
10715,32,164193665.64490888,L,Pekerja Swasta,S1,5,5,Sakit Berat,Tinggi
10716,28,189742133.4487699,L,Pegawai Negeri,D3,2,14,Sakit Berat,Rendah
10717,51,61815579.74879269,L,Pekerja Swasta,SMA,5,13,Sakit Berat,Sedang
10718,56,28769450.872834623,P,Pelajar,SMA,1,2,Sakit Ringan,Tinggi
10719,21,72362669.63040675,P,Wiraswasta,SMA,1,17,Sehat,Sedang
10720,28,91845075.55308864,L,Pekerja Swasta,S2,5,20,Sakit Berat,Rendah
10721,46,132528765.20111595,P,Pegawai Negeri,D3,6,16,Sakit Berat,Sedang
10722,19,163586821.24562788,P,Pekerja Swasta,SMA,5,13,Sakit Ringan,Rendah
10723,33,82964591.84843892,P,Wiraswasta,D3,5,13,Sakit Ringan,Sedang
10724,56,105229457.61264724,P,Pelajar,S1,2,15,Sehat,Tinggi
10725,30,161384107.87751457,L,Pegawai Negeri,SMA,2,18,Sehat,Tinggi
10726,54,60559170.73917956,P,Pelajar,S3,6,10,Sehat,Tinggi
10727,34,59083747.02891773,P,Pelajar,SMA,1,4,Sakit Berat,Rendah
10728,38,126061938.16940607,L,Wiraswasta,SMA,4,0,Sakit Ringan,Sedang
10729,61,98490229.49321607,L,Pekerja Swasta,D3,5,19,Sakit Berat,Rendah
10730,36,190801424.5463783,P,Pekerja Swasta,D3,3,17,Sehat,Tinggi
10731,24,84265497.73722404,L,Pekerja Swasta,S2,3,13,Sakit Berat,Sedang
10732,55,156720008.63122994,L,Pekerja Swasta,SMA,6,4,Sakit Ringan,Rendah
10733,25,124956693.82352643,L,Pegawai Negeri,S1,3,4,Sakit Berat,Sedang
10734,30,29823696.550941728,L,Pelajar,D3,6,4,Sehat,Tinggi
10735,54,35189398.641700715,P,Pekerja Swasta,S2,5,9,Sehat,Sedang
10736,19,56568167.874198236,L,Pelajar,S3,4,9,Sehat,Tinggi
10737,58,45767472.11282468,P,Pegawai Negeri,S3,6,8,Sehat,Tinggi
10738,28,79286868.13599968,L,Pegawai Negeri,S2,4,13,Sakit Ringan,Sedang
10739,41,124218004.87976423,P,Pegawai Negeri,S3,6,0,Sakit Ringan,Rendah
10740,23,128425257.74132952,L,Pelajar,SMA,6,5,Sehat,Sedang
10741,43,125798201.32929318,L,Pekerja Swasta,D3,2,6,Sakit Ringan,Sedang
10742,24,41169554.23396774,L,Pelajar,S1,4,11,Sehat,Rendah
10743,56,128040573.9548893,P,Pekerja Swasta,S3,3,14,Sakit Berat,Tinggi
10744,36,93754439.6343293,P,Wiraswasta,SMA,3,15,Sakit Berat,Rendah
10745,23,182549479.74549085,L,Pekerja Swasta,D3,5,2,Sakit Berat,Tinggi
10746,60,184157155.299385,L,Pekerja Swasta,SMA,2,15,Sakit Ringan,Tinggi
10747,46,158271288.80309108,L,Pekerja Swasta,SMA,6,7,Sehat,Sedang
10748,60,146559287.19786036,P,Pegawai Negeri,D3,1,13,Sakit Berat,Sedang
10749,56,40691489.11714515,P,Wiraswasta,S3,6,2,Sakit Ringan,Rendah
10750,19,35244958.0856055,P,Pekerja Swasta,S3,2,11,Sakit Ringan,Sedang
10751,36,171350064.36453545,P,Wiraswasta,SMA,1,13,Sakit Ringan,Sedang
10752,21,96862846.96234192,L,Pelajar,S2,6,18,Sakit Ringan,Tinggi
10753,23,101245209.53617029,P,Pelajar,S3,2,3,Sehat,Sedang
10754,66,172602756.20234546,P,Pegawai Negeri,SMA,4,11,Sakit Ringan,Tinggi
10755,54,131857572.63094188,L,Pelajar,S1,2,2,Sakit Ringan,Sedang
10756,45,52293303.36237903,L,Wiraswasta,S1,5,15,Sehat,Tinggi
10757,47,57982381.2177249,P,Wiraswasta,S2,1,2,Sehat,Sedang
10758,24,21147890.426270258,P,Wiraswasta,SMA,4,2,Sakit Berat,Tinggi
10759,26,147920616.90948164,L,Wiraswasta,S1,4,6,Sehat,Rendah
10760,42,107410098.52900732,P,Wiraswasta,S3,2,9,Sakit Ringan,Rendah
10761,50,190993504.31066573,L,Pegawai Negeri,SMA,4,15,Sakit Berat,Sedang
10762,18,148522304.22468823,P,Pekerja Swasta,S2,3,12,Sehat,Rendah
10763,68,38567478.93798201,P,Pelajar,S2,3,18,Sehat,Rendah
10764,23,49077462.789068505,P,Wiraswasta,S3,3,5,Sakit Berat,Sedang
10765,35,110310436.42099868,L,Pelajar,S1,2,20,Sehat,Rendah
10766,27,186477350.35929185,P,Pegawai Negeri,S1,1,8,Sakit Berat,Tinggi
10767,45,64505196.17908067,L,Pegawai Negeri,S2,2,13,Sakit Ringan,Sedang
10768,28,168604436.34423906,L,Pekerja Swasta,D3,5,16,Sehat,Sedang
10769,50,76209035.62442152,P,Pegawai Negeri,S2,4,6,Sakit Ringan,Tinggi
10770,18,68581494.12004006,P,Pekerja Swasta,S2,3,7,Sakit Berat,Tinggi
10771,30,182250694.87948924,P,Wiraswasta,SMA,2,4,Sehat,Rendah
10772,54,28503486.5730775,L,Pegawai Negeri,S3,2,19,Sehat,Sedang
10773,37,138933386.9720919,P,Pelajar,SMA,4,11,Sakit Ringan,Rendah
10774,18,27770152.57062016,L,Pegawai Negeri,S2,2,1,Sakit Berat,Sedang
10775,69,164137481.58288047,L,Pegawai Negeri,SMA,3,15,Sehat,Sedang
10776,20,169292783.89199117,P,Wiraswasta,S1,4,2,Sakit Ringan,Sedang
10777,35,180804183.43873715,P,Pekerja Swasta,S2,1,14,Sakit Ringan,Rendah
10778,58,53496211.08693087,P,Pekerja Swasta,S1,3,16,Sehat,Sedang
10779,31,42409668.06675208,P,Pegawai Negeri,S1,5,15,Sehat,Rendah
10780,48,110636308.38046405,L,Pelajar,S3,5,2,Sakit Berat,Sedang
10781,44,68893871.88081008,P,Pegawai Negeri,S1,6,14,Sehat,Tinggi
10782,34,129133545.00447173,L,Pelajar,SMA,6,0,Sakit Berat,Rendah
10783,63,112474512.30273633,P,Wiraswasta,SMA,4,11,Sakit Berat,Sedang
10784,46,46073379.84057681,L,Wiraswasta,D3,3,9,Sakit Berat,Tinggi
10785,53,153068688.8933188,L,Pekerja Swasta,S3,6,5,Sakit Berat,Rendah
10786,54,164681188.1346675,L,Pelajar,D3,3,7,Sehat,Tinggi
10787,43,193347744.0309586,L,Pegawai Negeri,S1,3,19,Sehat,Sedang
10788,70,91196997.74500509,P,Pegawai Negeri,S2,5,5,Sakit Berat,Sedang
10789,34,80792288.38667977,P,Pegawai Negeri,SMA,4,18,Sakit Berat,Rendah
10790,39,54607278.08358891,P,Pegawai Negeri,S2,5,3,Sehat,Tinggi
10791,42,52555709.93765575,P,Wiraswasta,D3,6,15,Sakit Berat,Tinggi
10792,19,77789591.36839736,L,Pelajar,D3,2,4,Sehat,Sedang
10793,39,196727006.42376825,P,Wiraswasta,SMA,6,15,Sehat,Tinggi
10794,22,36606561.45034813,L,Pelajar,D3,1,17,Sehat,Tinggi
10795,21,66685916.37394703,L,Pekerja Swasta,S2,5,12,Sakit Ringan,Rendah
10796,53,35476111.43750749,L,Pelajar,D3,4,12,Sehat,Tinggi
10797,23,69253650.69243276,L,Pegawai Negeri,S2,5,17,Sakit Berat,Sedang
10798,69,36632257.855526894,L,Wiraswasta,S1,2,7,Sakit Ringan,Sedang
10799,38,111495596.01608507,L,Pegawai Negeri,S3,2,20,Sakit Berat,Tinggi
10800,30,98904017.63365695,L,Pelajar,SMA,2,6,Sehat,Sedang
10801,54,51329059.469581366,L,Pelajar,D3,2,14,Sakit Ringan,Tinggi
10802,42,51465420.8795335,L,Pekerja Swasta,SMA,1,1,Sakit Ringan,Tinggi
10803,43,132699633.2694907,L,Pelajar,D3,3,3,Sakit Berat,Rendah
10804,56,89681841.01829778,L,Pelajar,S1,6,15,Sakit Berat,Rendah
10805,37,30115088.61198625,P,Pegawai Negeri,S2,2,11,Sehat,Tinggi
10806,50,185634667.95807225,L,Pelajar,SMA,1,15,Sakit Ringan,Rendah
10807,31,92891447.44576406,P,Pelajar,S1,5,16,Sehat,Sedang
10808,53,126388559.87420386,L,Wiraswasta,S1,2,19,Sakit Ringan,Tinggi
10809,34,179374150.98530725,L,Wiraswasta,S3,5,9,Sakit Ringan,Rendah
10810,38,92388619.5092566,L,Pekerja Swasta,S1,5,14,Sakit Berat,Rendah
10811,63,167718807.09402487,L,Pekerja Swasta,S3,4,18,Sakit Berat,Rendah
10812,33,184655400.428531,L,Pegawai Negeri,S1,1,13,Sakit Ringan,Rendah
10813,63,51332129.05940662,P,Pegawai Negeri,S2,1,0,Sakit Ringan,Tinggi
10814,33,180648642.8005956,P,Wiraswasta,S1,2,20,Sakit Ringan,Sedang
10815,37,41569840.40714806,L,Wiraswasta,S2,2,3,Sehat,Tinggi
10816,46,69522933.68827994,L,Wiraswasta,D3,2,1,Sakit Ringan,Tinggi
10817,45,165478060.57704258,L,Pekerja Swasta,S1,1,7,Sakit Berat,Sedang
10818,25,182123218.6917701,P,Pekerja Swasta,S1,5,1,Sakit Ringan,Sedang
10819,41,143144981.90715027,P,Pelajar,D3,5,10,Sakit Berat,Tinggi
10820,20,38868652.914048694,L,Pekerja Swasta,S3,2,9,Sehat,Rendah
10821,42,114138609.84285547,L,Pelajar,S2,5,10,Sehat,Tinggi
10822,36,123074139.62895885,L,Pegawai Negeri,D3,2,8,Sehat,Tinggi
10823,50,70734751.40011835,P,Pekerja Swasta,D3,6,3,Sehat,Tinggi
10824,19,198433245.2420716,L,Pegawai Negeri,SMA,3,3,Sakit Ringan,Rendah
10825,32,80413032.2346915,L,Pelajar,D3,5,20,Sakit Berat,Sedang
10826,39,57845858.47296666,L,Pegawai Negeri,S3,6,0,Sakit Berat,Rendah
10827,27,39824485.157368794,P,Pegawai Negeri,S3,1,3,Sehat,Rendah
10828,35,88130226.95716484,L,Pekerja Swasta,S3,6,0,Sakit Berat,Tinggi
10829,39,144671364.4962896,L,Pelajar,S2,4,3,Sehat,Rendah
10830,63,61655076.79264699,L,Pelajar,S2,6,3,Sakit Berat,Rendah
10831,66,158517959.14344698,P,Wiraswasta,S1,6,0,Sehat,Sedang
10832,44,44372228.18991088,P,Pekerja Swasta,D3,6,13,Sakit Berat,Rendah
10833,30,99284227.57614273,L,Pekerja Swasta,S3,1,15,Sakit Ringan,Rendah
10834,50,146427273.21908736,P,Pelajar,D3,1,8,Sakit Ringan,Tinggi
10835,22,44355692.48377478,L,Pekerja Swasta,S1,4,6,Sakit Ringan,Tinggi
10836,43,127611597.79909593,P,Pegawai Negeri,S1,2,13,Sakit Ringan,Rendah
10837,30,163811452.235043,L,Wiraswasta,S3,5,4,Sehat,Sedang
10838,44,127198801.3320572,L,Pelajar,D3,1,13,Sakit Berat,Tinggi
10839,31,112063506.37895316,L,Pekerja Swasta,S1,5,12,Sakit Berat,Tinggi
10840,41,170893919.57651132,P,Pekerja Swasta,SMA,4,1,Sakit Ringan,Tinggi
10841,20,197375663.000219,P,Pegawai Negeri,S2,6,19,Sakit Ringan,Rendah
10842,64,52636331.42393145,P,Pekerja Swasta,D3,4,11,Sakit Ringan,Rendah
10843,68,144442341.43895668,L,Pekerja Swasta,S3,5,20,Sakit Berat,Tinggi
10844,66,34518359.781116605,P,Pegawai Negeri,S1,5,6,Sehat,Sedang
10845,47,27711384.315310493,L,Pekerja Swasta,S1,4,1,Sakit Ringan,Tinggi
10846,52,70547414.64158182,P,Wiraswasta,S1,2,20,Sakit Ringan,Rendah
10847,65,194765561.93483835,L,Pegawai Negeri,S2,5,17,Sakit Berat,Sedang
10848,31,119395217.24640878,L,Pelajar,D3,3,9,Sehat,Tinggi
10849,29,68288841.91197401,L,Wiraswasta,S1,6,5,Sakit Ringan,Tinggi
10850,45,43865497.35289258,L,Pekerja Swasta,S2,3,6,Sehat,Sedang
10851,61,185633012.5424005,P,Pegawai Negeri,SMA,5,11,Sakit Ringan,Rendah
10852,46,85225984.73685932,L,Pegawai Negeri,D3,1,20,Sakit Berat,Tinggi
10853,60,75205508.66965967,P,Pekerja Swasta,S3,4,15,Sehat,Tinggi
10854,34,174433417.75982094,L,Pelajar,D3,2,18,Sakit Berat,Rendah
10855,57,128792509.70795672,L,Wiraswasta,S1,3,19,Sakit Ringan,Sedang
10856,66,50354500.09549289,L,Pekerja Swasta,S3,3,17,Sakit Berat,Sedang
10857,38,95871895.67345092,P,Pelajar,D3,1,13,Sakit Ringan,Sedang
10858,40,187081592.25902742,L,Pegawai Negeri,S3,5,14,Sakit Ringan,Sedang
10859,37,182216643.4215838,L,Pegawai Negeri,D3,1,7,Sakit Ringan,Tinggi
10860,28,32619762.69037595,L,Pegawai Negeri,SMA,2,14,Sakit Ringan,Sedang
10861,51,68350374.695472,L,Pekerja Swasta,SMA,5,20,Sakit Berat,Rendah
10862,27,47817091.64524689,P,Pelajar,SMA,3,11,Sakit Ringan,Tinggi
10863,27,116086108.56650206,L,Pekerja Swasta,D3,3,17,Sakit Ringan,Sedang
10864,60,154996997.0654573,L,Pekerja Swasta,S3,4,9,Sakit Ringan,Sedang
10865,23,73197778.00807416,L,Wiraswasta,SMA,2,19,Sakit Berat,Sedang
10866,53,156439293.92935792,P,Wiraswasta,S2,3,13,Sakit Berat,Rendah
10867,41,140368803.15245026,P,Wiraswasta,S2,1,18,Sakit Ringan,Rendah
10868,29,151079997.69335303,L,Pelajar,SMA,3,15,Sakit Ringan,Sedang
10869,60,190683868.39447755,P,Pegawai Negeri,SMA,1,19,Sakit Ringan,Rendah
10870,40,96430134.94160649,L,Wiraswasta,S1,1,5,Sakit Ringan,Sedang
10871,44,81662244.43006626,P,Pegawai Negeri,S2,6,12,Sakit Berat,Rendah
10872,62,143092497.46370378,L,Pelajar,S2,6,10,Sehat,Tinggi
10873,54,165360285.46600226,L,Wiraswasta,SMA,6,0,Sehat,Sedang
10874,23,54460152.507668905,P,Wiraswasta,S1,5,8,Sakit Berat,Rendah
10875,18,172423928.14665705,L,Pegawai Negeri,S3,5,18,Sehat,Sedang
10876,23,30413448.37983645,L,Pekerja Swasta,S1,3,4,Sakit Berat,Tinggi
10877,67,21150875.37368352,P,Pelajar,S1,3,6,Sehat,Tinggi
10878,39,48516886.893112294,L,Pelajar,S2,1,1,Sakit Berat,Rendah
10879,58,196160093.65518185,L,Wiraswasta,SMA,5,19,Sehat,Tinggi
10880,41,114241767.97119977,L,Pelajar,SMA,3,14,Sehat,Sedang
10881,42,28382134.072539687,P,Pegawai Negeri,SMA,5,5,Sakit Berat,Tinggi
10882,32,199491623.12894833,P,Pekerja Swasta,S1,2,0,Sakit Ringan,Sedang
10883,43,154084025.86886406,L,Pekerja Swasta,S1,1,4,Sehat,Rendah
10884,25,170840913.67121893,P,Pelajar,D3,6,1,Sehat,Tinggi
10885,68,58329294.766415015,L,Pekerja Swasta,S3,5,20,Sehat,Tinggi
10886,41,38980898.162544385,P,Pegawai Negeri,D3,3,13,Sakit Ringan,Sedang
10887,65,112715289.68917419,P,Wiraswasta,S3,1,16,Sehat,Tinggi
10888,55,158991623.17080364,P,Wiraswasta,D3,4,11,Sakit Berat,Rendah
10889,23,134800517.41732955,L,Pelajar,D3,1,5,Sehat,Tinggi
10890,52,133590679.67327079,P,Pelajar,D3,2,6,Sehat,Sedang
10891,59,156277295.06389758,L,Pelajar,D3,1,15,Sehat,Tinggi
10892,18,60863748.59963216,L,Wiraswasta,S1,6,12,Sehat,Sedang
10893,63,139073470.72597808,P,Pelajar,S3,6,1,Sehat,Rendah
10894,53,90579920.44436431,L,Pekerja Swasta,D3,5,16,Sakit Ringan,Sedang
10895,29,32555627.357661057,P,Wiraswasta,D3,5,4,Sehat,Rendah
10896,55,56385669.12380936,L,Pegawai Negeri,SMA,3,1,Sakit Ringan,Tinggi
10897,28,162920673.05688065,L,Pelajar,S1,3,20,Sehat,Rendah
10898,29,181267525.65448225,L,Wiraswasta,S2,1,19,Sakit Ringan,Rendah
10899,59,70907926.07510784,P,Pelajar,SMA,6,0,Sehat,Tinggi
10900,67,54264968.841022775,L,Wiraswasta,S2,1,0,Sehat,Sedang
10901,56,24810410.764131464,P,Wiraswasta,D3,6,7,Sakit Berat,Tinggi
10902,24,190585529.94562614,L,Wiraswasta,S3,1,10,Sehat,Tinggi
10903,28,143093886.5063374,L,Pegawai Negeri,S2,5,11,Sakit Berat,Rendah
10904,53,192265418.90776885,L,Wiraswasta,S2,5,3,Sakit Ringan,Rendah
10905,69,175492852.9346999,L,Pekerja Swasta,S2,4,6,Sehat,Sedang
10906,48,81283986.68427339,P,Pelajar,S3,4,12,Sakit Berat,Rendah
10907,50,40282948.235991225,L,Pelajar,SMA,4,6,Sakit Ringan,Tinggi
10908,30,109830223.0748248,L,Pelajar,S1,3,3,Sakit Ringan,Sedang
10909,35,24826483.60718078,L,Wiraswasta,S3,5,11,Sakit Berat,Tinggi
10910,58,46984993.06582093,L,Pelajar,SMA,1,20,Sehat,Rendah
10911,41,62017873.222715035,P,Pekerja Swasta,D3,1,17,Sakit Berat,Tinggi
10912,26,139816387.30600554,L,Pekerja Swasta,SMA,4,12,Sakit Berat,Sedang
10913,48,111777945.3117373,P,Pekerja Swasta,S2,3,18,Sakit Ringan,Sedang
10914,58,74435520.1003036,L,Pegawai Negeri,SMA,3,2,Sakit Berat,Rendah
